name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
BanchoGolemon,Digimon,BT4-073,6.0,11.0,3.0,Black,5.0,,Black,,Mineral,Boss,Mega,11000.0,Virus,U,Mega,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)
[Opponent's Turn] While your opponent has 3 or more Digimon in play, this Digimon gets +3000 DP.",,,Digimon Card Game,banchogolemon-bt4-073,2024-05-27 15:14:30,BanchoGolemon,238183.0,['BT-04: Booster Great Legend']
BanchoLeomon,Digimon,BT20-036,6.0,12.0,4.0,,,[Digivolve] Lv.5 w/[ACCEL] trait: Cost 3,Yellow,Black,Beastkin,Boss,Mega,12000.0,Vaccine,U,Mega,,"When this card would be played, if you have a Digimon with the [ACCEL] trait, reduce the play cost by 5.
[On Play] [When Digivolving] ＜De-Digivolve 2＞ 1 of your opponent's Digimon. (Trash up to 2 cards from the top. You can't trash past level 3 cards.) Then, 1 of their Digimon gets -5000 DP until the end of their turn.
[End of Your Turn] This Digimon and any of your other Digimon may DNA digivolve into a Digimon card with [Chaosmon] in its name in the hand. Then, the DNA digivolved Digimon may attack.","[Opponent's Turn] [Once Per Turn] When one of your opponent's Digimon attacks, you may change the attack target to this Digimon.",[Digivolve] Lv.5 w/[ACCEL] trait: Cost 3,Digimon Card Game,bancholeomon-bt20-036,2025-01-01 12:02:13,BanchoLeomon,609560.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
BanchoLillymon,Digimon,BT5-055,6.0,11.0,3.0,Green,5.0,,Green,,Fairy,Boss,Mega,11000.0,Data,U,Mega,,[On Deletion] Return 1 of your opponent's suspended Digimon to the bottom of its owner's deck.,,,Digimon Card Game,bancholillymon-bt5-055,2024-05-27 15:14:30,BanchoLillymon,243534.0,['BT-05: Booster Battle Of Omni']
BanchoStingmon,Digimon,BT3-058,6.0,12.0,3.0,Green,5.0,,Green,,Insectoid,Boss,Mega,9000.0,Free,U,Mega,,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)
[When Attacking] When this Digimon attacks one of your opponent's Digimon with 12000 DP or more, this Digimon gets +7000 DP and ＜Security A. +2＞ (This Digimon checks 2 additional security cards.) for the turn.",,,Digimon Card Game,banchostingmon-bt3-058,2024-05-27 15:14:30,BanchoStingmon,231784.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', ""Tamer's Selection Box Super Tamer Battle 2022""]"
BaoHuckmon,Digimon,BT6-011,4.0,5.0,2.0,Red,,,Red,,Dinosaur,,,6000.0,Data,C,,,"Inherited Effect [When Attacking] [Once Per Turn] If you have a Digimon with [Sistermon] in its name in play, delete 1 of your opponent's Digimon with 5000 DP or less.",,,Digimon Card Game,baohuckmon-bt6-011,2024-05-27 15:14:30,BaoHuckmon,248023.0,['BT-06: Booster Double Diamond']
BaoHuckmon,Digimon,ST12-06,4.0,5.0,2.0,,3.0,,Red,,Dinosaur,,,6000.0,Data,C,,,"Inherited Effect [All Turns] While this Digimon has [Huckmon] in its name or [Royal Knight] trait, it gets +1000 DP.",,,Digimon Card Game,baohuckmon-st12-06,2024-05-27 15:14:30,BaoHuckmon,286823.0,['ST-12: Starter Deck Jesmon']
BaoHuckmon,Digimon,BT13-013,4.0,5.0,2.0,,3.0,,Red,,Dinosaur,,,5000.0,Data,C,,,"[Your Turn] When you play a Digimon with [Sistermon] in its name, you may digivolve this Digimon into a [SaviorHuckmon] in your hand for its digivolution cost. When this Digimon would digivolve with this effect, reduce the digivolution cost by 2.","[Your Turn] [Once Per Turn] When you play a Digimon with [Sistermon] in its name, gain 1 memory.",,Digimon Card Game,baohuckmon-bt13-013,2024-05-27 15:14:30,BaoHuckmon,503028.0,['BT-13: Booster Versus Royal Knights']
BaoHuckmon,Digimon,BT20-013,4.0,5.0,2.0,,,,Red,,Dinosaur,,,5000.0,Data,C,,,[Main] [Once Per Turn] You may play 1 Digimon with [Sistermon] or [Gankoomon] in its name from your hand with the play cost reduced by 2.,[Your Turn] All of your Diigmon get +1000 DP.,,Digimon Card Game,baohuckmon-bt20-013,2024-12-25 06:03:00,BaoHuckmon,607355.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Bastemon,Digimon,BT3-028,5.0,7.0,2.0,Blue,4.0,,Blue,,Beastkin,,Ultimate,8000.0,Virus,U,Ultimate,,,,,Digimon Card Game,bastemon-bt3-028,2024-05-27 15:14:30,Bastemon,232086.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Bastemon,Digimon,EX6-052,5.0,7.0,3.0,,,,Purple,,Beastkin,,,7000.0,Virus,U,,,"＜Scapegoat＞ (When this Digimon would be deleted other than by your effects, by deleting 1 of your other Digimon, prevent that deletion.)
[When Digivolving] You may play 1 purple level 3 Digimon card from your trash without paying the cost.","[Opponent's Turn] [Once Per Turn] When an opponent's Digimon is deleted, you may play 1 purple level 4 or lower Digimon card from your trash without paying the cost",,Digimon Card Game,bastemon-ex6-052,2024-05-27 15:14:30,Bastemon,554307.0,['EX-06: Theme Booster Infernal Ascension']
Bastemon,Digimon,ST10-11,5.0,6.0,3.0,Purple,,,Purple,,Beastkin,,,7000.0,Virus,C,,,[On Play] Delete 1 of your opponent's level 3 Digimon.,,,Digimon Card Game,bastemon-st10-11,2024-05-27 15:14:30,Bastemon,268134.0,['ST-10: Starter Deck Parallel World Tactician']
Battle NPC,Tamer,BT20-092,,4.0,,,,,White,,LIBERATOR,,,,,U,,,"[Start of Your Turn] If you have 2 or less memory, set it to 3.
[On Play] By placing 1 level 3 Digimon card from your hand under this Tamer, ＜Draw 1＞ (Draw 1 card from your deck.)
[Start of Your Main Phase] If you don't have a Digimon, by playing 1 play cost 3 or lower Digimon card from under this Tamer without paying the cost, delete this Tamer.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,battle-npc-bt20-092,2025-01-04 06:00:48,Battle NPC,609568.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Bearmon,Digimon,ST2-04,3.0,3.0,0.0,Blue,2.0,,Blue,,Beast,,Rookie,4000.0,Vaccine,C,Rookie,,,,,Digimon Card Game,bearmon-st2-04,2024-05-27 15:14:30,Bearmon,229776.0,['ST-2: Starter Deck Cocytus Blue']
Bearmon,Digimon,BT9-057,3.0,2.0,0.0,,,,Black,,Beast,,,3000.0,Vaccine,C,,,,,,Digimon Card Game,bearmon-bt9-057,2024-05-27 15:14:30,Bearmon,277808.0,['BT-09: Booster X Record']
Bearmon,Digimon,BT11-008,3.0,3.0,0.0,,,,Red,,Beast,,,2000.0,Vaccine,C,,,"Inherited Effect [Your Turn] [Once Per Turn] When this Digimon's attack target is switched, this Digimon gets +3000 DP for the turn.",,,Digimon Card Game,bearmon-bt11-008,2024-05-27 15:14:30,Bearmon,477782.0,"['Box Promotion Pack: Dimensional Phase', 'BT-11: Booster Dimensional Phase']"
Beast Cyclone,Option,BT3-106,,3.0,,,,,Black,,,,,,,C,,,[Main] All of your Digimon with ＜Blocker＞ or ＜Reboot＞ gain ＜Security A. +1＞ for the turn. (This Digimon checks 1 additional security card.),Security Effect [Security] Add this card to your hand.,,Digimon Card Game,beast-cyclone-bt3-106,2024-05-27 15:14:30,Beast Cyclone,231035.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Beastly Storm Dance of Affection,Option,BT16-091,,3.0,,,,,Red,Yellow,,,,,,U,,,"[Main] You may play 1 [Aquilamon] or [Gatomon] from your hand without paying the cost. Then, 2 of your Digimon may DNA digivolve into a Digimon card in your hand. The Digimon this effect DNA digivolved may gain ＜Security A. +1＞ (This Digimon checks 1 additional security card.) for the turn and attack a player.","Security Effect [Security] You may play 1 [Hawkmon] or [Salamon] from your hand or trash without paying the cost. Then, add this card to the hand.",,Digimon Card Game,beast-storm-dance-of-love-bt16-091,2024-05-27 15:14:30,Beastly Storm Dance of Affection,546756.0,['BT-16: Booster Beginning Observer']
Bebydomon,Digi-Egg,BT1-002,2.0,,,,,,Red,,Baby Dragon,,In-Training,,,U,In-Training,,"Inherited Effect [Your Turn] While this Digimon has ＜Piercing＞, it gets +2000 DP.",,,Digimon Card Game,bebydomon-bt1-002,2024-05-27 15:14:30,Bebydomon,229811.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']"
Bebydomon,Digi-Egg,EX3-001,2.0,,,,,,Blue,,Baby Dragon,,,,,U,,,"Inherited Effect [All Turns] [Once Per Turn] When this Digimon with [Dramon] or [Examon] in its name becomes unsuspended, this Digimon gets +1000 DP for the turn.",,,Digimon Card Game,bebydomon-ex3-001,2024-05-27 15:14:30,Bebydomon,452803.0,"['EX-03: Theme Booster Draconic Roar', 'Revision Pack 2023']"
Bebydomon,Digi-Egg,BT10-002,2.0,,,,,,Blue,,Baby Dragon,,,,,U,,,"Inherited Effect [When Attacking] [Once Per Turn] If your opponent has 2 or more Digimon in play, ＜Draw 1＞ (Draw 1 card from your deck.)",,,Digimon Card Game,bebydomon-bt10-002,2024-05-27 15:14:30,Bebydomon,450346.0,['BT-10: Booster Xros Encounter']
Bebydomon,Digi-Egg,BT20-002,2.0,,,,,,Blue,,Baby Dragon,,In-Training,,,C,In-Training,,"Inherited Effect [When Attacking] [Once Per Turn] If this Digimon has [Dracomon] or [Examon] in its text, ＜Draw 1＞ (Draw 1 card from your deck.)",,,Digimon Card Game,bebydomon-bt20-002,2025-01-16 12:05:19,Bebydomon,610128.0,"['Box Promotion Pack: Over the X', 'Box Promotion: Special Booster Ver.2.5', 'BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Beelzemon,Digimon,BT10-082,6.0,11.0,3.0,,,[Digivolve] Lv.5 w/[Xros Heart] trait: Cost 3,Purple,,Demon Lord,Xros Heart,,11000.0,Virus,U,,,"[On Play] [When Digivolving] You may trash 3 cards from the top of your deck. Then, for every 10 cards in your trash, delete 1 of your opponent's level 4 or lower Digimon.","[End of Attack] [Once Per Turn] For every 10 cards in your trash, gain 1 memory.",[Digivolve] Lv.5 w/[Xros Heart] trait: Cost 3,Digimon Card Game,beelzemon-bt10-082,2024-05-27 15:14:30,Beelzemon,285875.0,"['BT-10: Booster Xros Encounter', ""Tamer's Selection Box Evolution Cup 2022 Ver.2""]"
Beetlemon,Digimon,BT7-046,4.0,6.0,2.0,,,,Green,,Cyborg,,Hybrid,5000.0,Variable,U,Hybrid,,"You may digivolve this card from your hand onto one of your green Tamers as if the Tamer is a level 3 green Digimon.
[When Digivolving] Reveal the top 5 cards of your deck. Add 1 card with the [Hybrid] trait and 1 [J.P. Shibayama] among them to your hand. Place the remaining cards at the bottom of your deck in any order.",,,Digimon Card Game,beetlemon-bt7-046,2024-05-27 15:14:30,Beetlemon,260895.0,"['BT-07: Booster Next Adventure', 'PB-12: Digimon Frontier 20th Memorial Set']"
Believe in Our Friendship,Option,ST21-14,,3.0,,,,,Purple,,ADVENTURE,,,,,C,,,"While you have a Digimon or Tamer with the [ADVENTURE] trait on the field, you can ignore this card's color requirements.
[Main] Reveal the top 3 cards of your deck. Add 1 card with the [ADVENTURE] trait among them to the hand. Return the rest to the bottom of the deck. Then, place this card in the battle area.
[Main] ＜Delay＞ (By trashing this card after the placing turn, activate the effect below.)
・Gain 2 memory.",Security Effect [Security] Place this card in the battle area.,,Digimon Card Game,believe-in-our-friendship-st21-14,2025-03-06 12:01:43,Believe in Our Friendship,621145.0,['ST-21: Starter Deck Hero of Hope']
Beowolfmon,Digimon,BT7-025,5.0,7.0,3.0,,,,Blue,,Warrior,,Hybrid,7000.0,Variable,U,Hybrid,,"When one of your Digimon with a Tamer card in its digivolution cards would digivolve into this card in your hand, reduce the memory cost of the digivolution by 2.
[When Attacking] You may return 1 card with the [Hybrid] trait from this Digimon's digivolution cards to your hand to return 1 of your opponent's level 4 or lower Digimon to its owner's hand.",,,Digimon Card Game,beowolfmon-bt7-025,2024-05-27 15:14:30,Beowolfmon,260891.0,['BT-07: Booster Next Adventure']
Beowolfmon,Digimon,BT17-026,5.0,8.0,4.0,,,,Blue,Yellow,Warrior,,Hybrid,8000.0,Variable,C,Hybrid,,"[Hand] [Main] By placing 1 [Lobomon] and [KendoGarurumon] from your trash under 1 of your [Koji Minamoto]s, digivolve it into this card as if that card is a level 4 blue Digimon for a digivolution cost of 3.
[When Digivolving] By returning 1 card with the [Hybrid] trait from this Digimon's digivolution cards to the hand, 1 of your opponent's Digimon or Tamers can't suspend until the end of their turn.","[When Attacking] [Once Per Turn] If this Digimon has the [Hybrid] or [Ten Warriors] trait, return 1 of your opponent's level 4 or lower Digimon to the hand.",,Digimon Card Game,beowolfmon-bt17-026,2024-05-27 15:14:30,Beowolfmon,561095.0,['BT-17: Booster Secret Crisis']
Betamon,Digimon,ST9-03,3.0,3.0,0.0,Blue,,,Blue,,Amphibian,,,4000.0,Virus,C,,,,,,Digimon Card Game,betamon-st9-03,2024-05-27 15:14:30,Betamon,267982.0,['ST-9: Starter Deck Ultimate Ancient Dragon']
Betamon,Digimon,BT2-022,3.0,3.0,1.0,Blue,2.0,,Blue,,Amphibian,,Rookie,5000.0,Virus,C,Rookie,,,,,Digimon Card Game,betamon-bt2-022,2024-05-27 15:14:30,Betamon,231682.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.5', 'BTC-01: Booster Ultimate Evolution']"
Betamon,Digimon,EX9-016,3.0,3.0,0.0,,,[Digivolve] Lv.2 w/[DM] trait: Cost 0,Blue,,Amphibian,DM,,1000.0,Virus,U,,,"＜Training＞ (In the main phase, by suspending this Digimon, place your deck's top card face down as this Digimon's bottom digivolution card. This effect can also activate in the breeding area.)",＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),[Digivolve] Lv.2 w/[DM] trait: Cost 0,Digimon Card Game,betamon-ex9-016,2025-05-09 12:01:11,Betamon,630792.0,['EX-09: Extra Booster Versus Monsters']
Betamon,Digimon,BT15-022,3.0,3.0,0.0,,,,Blue,,Amphibian,,,1000.0,Virus,C,,,"[On Play] If played by an effect, 1 of your opponent's Digimon can't attack until the end of their turn.",＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),,Digimon Card Game,betamon-bt15-022,2024-05-27 15:14:30,Betamon,537993.0,['BT-15: Booster Exceed Apocalypse']
BetelGammamon,Digimon,BT8-013,4.0,5.0,2.0,Red,3.0,,Red,,Dragonkin,,Champion,6000.0,Vaccine,C,Champion,,"[When Digivolving] ＜Blitz＞ (If your opponent has 1 or more memory, this Digimon may attack.)",,,Digimon Card Game,betelgammamon-bt8-013,2024-05-27 15:14:30,BetelGammamon,268854.0,"['BT-08: Booster New Awakening', 'LM-01: Limited Card Pack Digimon Ghost Game']"
BetelGammamon,Digimon,RB1-008,4.0,6.0,2.0,Red,3.0,[Digivolve] [Gammamon]: Cost 2,Red,,Dragonkin,,Champion,6000.0,Vaccine,C,Champion,,"＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP.)
[When Digivolving] If you don't have [Hiro Amanokawa] in play, you may play 1 [Hiro Amanokawa] from your hand without paying the cost.",,[Digivolve] [Gammamon]: Cost 2,Digimon Card Game,betelgammamon-rb1-008,2024-05-27 15:14:30,BetelGammamon,514269.0,['RB-01: Resurgence Booster']
BetelGammamon,Digimon,BT21-019,4.0,6.0,2.0,,,[Digivolve] [Gammamon]: Cost 2,Red,,Dragonkin,,,6000.0,Vaccine,C,,,"[When Digivolving] If you have 1 or fewer Tamers, you may play 1 [Hiro Amanokawa] from your hand without paying the cost.",[Your Turn] This Digimon gets +2000 DP.,[Digivolve] [Gammamon]: Cost 2,Digimon Card Game,betelgammamon-bt21-019,2025-03-16 12:05:24,BetelGammamon,619188.0,['BT-21: Booster World Convergence']
Betsumon,Digimon,BT8-040,5.0,6.0,3.0,Yellow,4.0,,Yellow,,Puppet,,,7000.0,Data,C,,,"[When Digivolving] You may trash 1 card in your hand to treat this Digimon as also having the colors of the trashed card for the turn. Then, if this Digimon has 2 or more colors, ＜Draw 2＞ (Draw 2 cards from your deck.)",,,Digimon Card Game,betsumon-bt8-040,2024-05-27 15:14:30,Betsumon,268874.0,['BT-08: Booster New Awakening']
Betsumon,Digimon,BT12-067,5.0,6.0,3.0,,,[Digivolve] Lv.4 w/＜Save＞ in text: Cost 3,Black,,Puppet,,,6000.0,Data,C,,,Inherited Effect [All Turns] This Digimon gets +1000 DP.,,[Digivolve] Lv.4 w/＜Save＞ in text: Cost 3,Digimon Card Game,betsumon-bt12-067,2024-05-27 15:14:30,Betsumon,493610.0,['BT-12: Booster Across Time']
Bibimon,Digi-Egg,BT6-003,2.0,,,,,,Yellow,,Lesser,,,,,U,,,"Inherited Effect [When Attacking] [Once Per Turn] If you have 3 security cards, gain 1 memory.",,,Digimon Card Game,bibimon-bt6-003,2024-05-27 15:14:30,Bibimon,249697.0,['BT-06: Booster Double Diamond']
Bibimon,Digi-Egg,BT8-004,2.0,,,,,,Green,,Lesser,,,,,U,,,"Inherited Effect [Opponent's Turn] While all of your Digimon are suspended, this Digimon gets +1000 DP.",,,Digimon Card Game,bibimon-bt8-004,2024-05-27 15:14:30,Bibimon,268848.0,['BT-08: Booster New Awakening']
Bibimon,Digi-Egg,BT17-003,2.0,,,,,,Yellow,,Lesser,Abadin Electronics,,,,U,,,"Inherited Effect [Your Turn] [Once Per Turn] When an effect places a Tamer card in this Digimon's digivolution cards, gain 1 memory.",,,Digimon Card Game,bibimon-bt17-003,2024-05-27 15:14:30,Bibimon,561122.0,['BT-17: Booster Secret Crisis']
Bibimon,Digi-Egg,BT20-003,2.0,,,,,,Yellow,,Lesser,Abadin Electronics,In-Training,,,C,In-Training,,Inherited Effect [End of Your Turn] [Once Per Turn] You may place 1 of your Tamers with [Pulsemon] in its text or the [SoC] or [SEEKERS] trait as the bottom digivolution card of this Digimon with no Tamer cards in its digivolution cards.,,,Digimon Card Game,bibimon-bt20-003,2025-01-16 12:05:15,Bibimon,609643.0,"['Box Promotion Pack: Over the X', 'Box Promotion: Special Booster Ver.2.5', 'BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Bifrost,Option,BT3-101,,3.0,,,,,Yellow,,,,,,,C,,,[Main] 1 of your opponent's Digimon gets -3000 DP and ＜Security A. -1＞ (This Digimon checks 1 additional security card.) until the end of your opponent's next turn.,Security Effect [Security] 1 of your opponent's Digimon gets -3000 DP and ＜Security A. -1＞ for the turn. (This Digimon checks 1 additional security card.),,Digimon Card Game,bifrost-bt3-101,2024-05-27 15:14:30,Bifrost,231746.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
BigMamemon,Digimon,BT6-063,5.0,7.0,3.0,Black,,,Black,,Mutant,,,10000.0,Data,C,,,,,,Digimon Card Game,bigmamemon-bt6-063,2024-05-27 15:14:30,BigMamemon,249766.0,['BT-06: Booster Double Diamond']
